District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,,,,,,
,WA,"Spokane, WA",3693,,,,"47.700014,-117.385868",1,,,,,,,,,
,GA,"Atlanta, GA",3694,,,,"33.833127,-84.405738",1,,,,,,,,,
,IL,"Yorkville, IL",3695,,,,"41.65226,-88.451171",1,,,,,,,,,
,TX,"North Richland Hills, TX",3696,,,,"32.856836,-97.219456",1,,,,,,,,,
,TX,"Mt. Pleasant, TX",3697,,,,"33.111889,-94.885654",1,,,,,,,,,
,Canada-ON,"Mississauga, ON Canada",3698,,,,"43.587204,-79.749533",1,,,,,,,,,
,MN,"Spring Lake Park, MN",3699,,,,"45.113542,-93.246417",1,,,,,,,,,
,TX,"Rio Hondo, TX",3700,,,,"26.229245,-97.569097",1,,,,,,,,,
,NC,"Gastonia, NC",3701,,,,"35.260676,-81.181553",1,,,,,,,,,
,CO,"Denver, CO",3703,,,,"39.779892,-105.005292",1,,,,,,,,,
,CA,"Chula Vista, CA",3704,,,,"32.659984,-117.091728",1,,,,,,,,,
,Canada-ON,"Brampton, ON Canada",3705,,,,"43.700366,-79.828825",1,,,,,,,,,
,MI,"Lincoln Park, MI",3706,,,,"42.245977,-83.190107",1,,,,,,,,,
,MI,"Brighton, MI",3707,,,,"42.525966,-83.795171",1,,,,,,,,,
,MI,"Saginaw, MI",3708,,,,"43.430103,-83.989961",1,,,,,,,,,
,VA,"Richmond, VA",3709,,,,"37.580909,-77.471262",1,,,,,,,,,
,Canada-ON,"Kingston, ON Canada",3710,,,,"44.238276,-76.542165",1,,,,,,,,,
,WA,"Trout Lake, WA",3711,,,,"45.995948,-121.518574",1,,,,,,,,,
,OR,"Union, OR",3712,,,,"45.205627,-117.865479",1,,,,,,,,,
,TX,"Conroe, TX",3713,,,,"30.170123,-95.443839",1,,,,,,,,,
,MD,"Springdale, MD",3714,,,,"38.932878,-76.834323",1,,,,,,,,,
,NC,"NEW BERN, NC",3715,,,,"34.907418,-76.895926",0,,,,,,,,,
,UT,"Mount Pleasant, UT",3716,,,,"39.544962,-111.457307",1,,,,,,,,,
,CA,"San Pablo, CA",3717,"481,1151,2042",,,"37.968121,-122.340424",1,,,,,,,,,
,CT,"New Britain, CT",3718,,,,"41.686459,-72.805423",1,,,,,,,,,
,CT,"New London , CT",3719,,,,"41.356445, -72.096469",0,,,,,,,,,
,HI,"Pearl City, HI",3721,,,,"21.412991,-157.950815",1,,,,,,,,,
,MN,"East Grand Forks, MN",3722,,,,"47.939031,-97.023203",1,,,,,,,,,
,MN,"Spring Valley, MN",3723,,,,"43.696847,-92.3883",1,,,,,,,,,
,TX,"Lyford, TX",3725,,,,"26.409613,-97.797297",1,,,,,,,,,
,TX,"Splendora, TX",3726,,,,"30.247038,-95.197606",1,,,,,,,,,
,TX,"Houston, TX",3727,,,,"30.007987,-95.262967",1,,,,,,,,,
,TX,"Houston, TX",3728,,,,"29.679735,-95.559025",1,,,,,,,,,
,CO,"Aurora, CO",3729,,,,"39.599903,-104.798941",1,,,,,,,,,
,TX,"Dallas, TX",3730,,,,"32.797711,-96.76811",0,,,,,,,,,
,TX,"Houston, TX",3731,,,,"29.936881,-95.466084",1,,,,,,,,,
,FL,"Miami, FL",3732,,,,"25.786283,-80.204772",1,,,,,,,,,
,MD,"Bowie, MD",3733,,,,"38.977443,-76.743064",1,,,,,,,,,
,IL,"Lake Forest, IL",3734,,,,"42.235095,-87.874939",1,,,,,,,,,
,TX,"Klein, TX",3735,,,,"30.017103,-95.521016",1,,,,,,,,,
,NC,"Goldsboro, NC",3737,,,,"35.382045,-77.98286",1,,,Homeschool,,,,,,
,NC,"Yanceyville, NC",3738,,,,"36.404027,-79.336131",0,,,,,,,,,
,Canada-ON,"London, ON Canada",3739,,,,"42.975917,-81.319711",1,,,,,,,,,
,MN,"Sauk Rapids, MN",3740,,,,"45.609618,-94.126417",1,,,,,,,,,
,TX,"Rio Grande City, TX",3741,,,,"26.31669,-98.669543",1,,,,,,,,,
,NY,"Flushing, NY",3742,2601,,,"40.735017,-73.821339",1,,,All female team,,,,,,
,TX,"Salado, TX",3743,,,,"30.966328,-97.539193",1,,,,,,,,,
,NC,"Durham, NC",3744,,,,"35.999468,-78.831116",1,,,,,,,,,
,MN,"St. Paul, MN",3745,,,,"44.981554,-93.068513",1,,,,,,,,,
,NC,"Huntersville, NC",3746,,,,"35.372836,-80.833625",1,,,,,,,,,
,MN,"Mankato, MN",3747,,,,"44.099667,-94.230723",1,,,,,,,,,
,MD,"Ellicott City, MD",3748,,,,"39.298932,-76.84037",1,,,,,,,,,
,CA,"San Diego, CA",3749,,,,"33.014826,-117.121717",1,,,,,,,,,
,MN,"Badger, MN",3750,,,,"48.781433,-96.015616",0,,,,,,,,,
,MN,"Red Wing, MN",3751,,,,"44.569216,-92.636821",0,,,,,,,,,
,CA,"Los Angeles, CA",3752,,,,"34.039801,-118.28954",1,,,,,,,,,
,LA,"Baton Rouge, LA",3753,,,,"30.399443,-91.049219",1,,,,,,,,,
,MN,"Bemidji, MN",3754,,,,"47.491877,-94.906533",1,,,,,,,,,
,MN,"Litchfield, MN",3755,,,,"45.135923,-94.519187",1,,,,,,,,,
,Canada-ON,"London, ON Canada",3756,,,,"42.946912,-81.204799",1,,,,,,,,,
,Turkey,"Istanbul, IS Turkey",3757,,,,"41.016563,28.943138",0,,,,,,,,,
,TX,"Bryan, TX",3758,,,,"30.651943,-96.346783",1,,,,,,,,,
,CA,"Ingelwood, CA ",3759,,,,"33.969064,-118.345421",1,,,All female team,,,,,,
,NY,"Bronx, NY",3760,,,,"40.875163,-73.861653",1,,,,,,,,,
,TX,"Sinton , TX",3761,,,,"28.036682,-97.509161",0,,,,,,,,,
,TX,Stafford,3762,,,,"29.602058,-95.540514",1,,,All female team,,,,,,
,NC,"Jacksonville, NC",3763,,,,"34.781951,-77.494861",1,,,,,,,,,
,MO,"Springfield, MO",3764,,,,"37.208975, -93.291564",0,,,,,,,,,
,MN,"St. Paul, MN",3765,,,,"44.954167,-93.113889",1,,,,,,,,,
,Israel,"bet-shean, Northern Israel",3766,,,,"32.497103,35.497336",0,,,,,,,,,
,MI,"Traverse City, MI",3767,,,,"44.744899,-85.682527",1,,,,,,,,,
,MI,"Southfield , MI",3768,,,,"42.463579,-83.284037",1,,,,,,,,,
,MI,"Detroit, MI",3769,,,,"42.337354,-83.020726",1,,,,,,,,,
,MI,"Midland, MI",3770,,,,"43.570192,-84.290742",1,,,,,,,,,
,MI,"Dollar Bay , MI",3771,,,,"47.119373,-88.551371",1,,,,,,,,,
,MI,"Kingsford, MI",3772,,,,"45.80595,-88.082195",1,,,,,,,,,
,MI,"Tecumseh, MI",3773,,,,"42.013973,-83.957438",1,,,,,,,,,
,Israel,"Ramat Hasharon, Central Israel",3774,,,,"32.137793,34.840278",0,,,,,,,,,
,Israel,"tiberya, Northern Israel",3775,,,,"32.795859,35.530973",0,,,,,,,,,
,GA,"Cartersville, GA",3776,,,,"34.120616,-84.834023",1,,,,,,,,,
,OH,"Lima, OH",3777,,,,"40.736743,-84.105905",0,,,,,,,,,
,TX,"Corpus Christi, TX",3778,,,,"27.753066,-97.394514",1,,,,,,,,,
,IL,"Chicago, IL",3779,,,,"41.793586,-87.641472",1,,,,,,,,,
,RI,"Providence, RI",3780,,,,"41.829032,-71.398313",1,,,,,,,,,
,WA,"Tacoma, WA",3781,,,,"47.255135, -122.441654",0,,,,,,,,,
,FL,"Panama City, FL",3782,,,,"30.165862,-85.614836",1,,,,,,,,,
,TN,"Memphis, TN",3783,,,,"35.100091,-90.016757",1,,,,,,,,,
,MO,"Verona, MO",3784,,,,"36.959888, -93.796065",0,,,,,,,,,
,AZ,"Yuma, AZ",3785,(sponsor only) 64,,,"32.718102,-114.627054",1,,,http://www.chiefdelphi.com/forums/showpost.php?p=1042449&postcount=46,,,,,,
,WA,"Kent, WA",3786,,,,"47.417635,-122.172866",1,,,,,,,,,
,WA,"Westport, WA",3787,,,,"46.860884,-124.100791",1,,,,,,,,,
,MN,"Northome, MN",3788,,,,"47.877124,-94.244714",1,,,,,,,,,
,WA,"Spokane, WA",3789,,,,"47.695365,-117.368125",1,,,,,,,,,
,FL,"Bradenton, FL",3790,,,,"27.440759,-82.43617",1,,,,,,,,,
,TX,"Abilene, TX",3791,,,,"32.451716,-99.732961",1,,,,,,,,,
,MO,"Columbia, MO",3792,,,,"38.903417,-92.33508",1,,,,,,,,,
,MD,"Frederick, MD",3793,,,,"39.378008,-77.445899",1,,,,,,,,,
,Mexico,"Metepec, Estado de México, MEX Mexico",3794,,,,"19.256351,-99.60479",0,,,,,,,,,
,TX,"Garland, TX",3795,,,,"32.910181,-96.64645",1,,,,,,,,,
,NC,"Windsor, NC",3796,,,,"36.050452,-76.97206",1,,,,,,,,,
,KY,"Bowling Green, KY",3797,,,,"36.981532,-86.470309",1,,,,,,,,,
,KS,"Salina, KS",3798,,,,"38.862425,-97.610126",1,,,,,,,,,
,NY,"Elmira, NY",3799,,,,"42.06264,-76.787687",1,,,,,,,,,
,HI,"Kailua, HI",3800,,,,"21.409101,-157.756969",1,,,,,,,,,
,WA,"Wenatchee, WA",3801,,,,"47.414187, -120.304898",0,,,,,,,,,
,TX,"Carrollton, TX",3802,,,,"33.021446,-96.840947",1,,,,,,,,,
,FL,"Miami, FL",3803,,,,"25.973567,-80.174735",1,,,,,,,,,
,WA,"Spokane, WA",3805,,,,"47.772843,-117.379209",1,,,,,,,,,
,WA,"Prescott, WA",3806,,,,"46.297613,-118.320413",1,,,,,,,,,
,CO,"Aurora, CO",3807,,,,"39.680271,-104.843101",1,,,,,,,,,
,TX,"Houston, TX",3808,,,,"29.736856,-95.370044",1,,,,,,,,,
,UT,"Magna, UT",3810,,,,"40.706685,-112.099604",1,,,,,,,,,
,NC,"Weldon, NC",3811,,,,"36.413103,-77.61081",1,,,,,,,,,
,WA,"Longview, WA",3812,,,,"46.143018,-122.918911",1,,,,,,,,,
,WA,"Puyallup, WA",3813,,,,"47.10931,-122.356745",1,,,,,,,,,
,KY,"Union, KY",3814,,,,"38.932799,-84.678036",1,,,,,,,,,
,GA,"Cumming, GA",3815,,,,"34.276824,-84.105751",1,,,,,,,,,
,LA,"Bossier City, LA",3817,,,,"32.553643,-93.7151",1,,,,,,,,,
,LA,"Metairie, LA",3818,,,,"30.014022,-90.167565",1,,,,,,,,,
,TX,"Arlington, TX",3819,,,,"32.641171,-97.075136",1,,,,,,,,,
,TX,"Live Oak, TX",3820,,,,"29.551301,-98.328275",1,,,,,,,,,
,KY,"Belfry, KY",3821,,,,"37.648253,-82.265282",1,,,,,,,,,
,NC,"Siler City, NC",3822,,,,"35.722998,-79.4517",1,,,,,,,,,
,TX,"Houston, TX",3823,,,,"29.834769,-95.375958",1,,,,,,,,,
,TN,"Knoxville, TN",3824,,,,"35.93635,-84.181274",1,,,,,,,,,
,WA,"Pasco, WA",3825,,,,"46.237713,-119.110508",0,,,,,,,,,
,WA,"Sequim, WA",3826,,,,"48.085118,-123.104017",1,,,,,,,,,
,Israel,"Acco, Northern Israel",3827,,,,"32.847054,35.091628",0,,,,,,,,,
,MN,"Eveleth, MN",3828,,,,"47.464395,-92.531769",1,,,,,,,,,
,TN,"Soddy-Daisy, TN",3829,,,,"35.234648,-85.178289",1,,,,,,,,,
,WA,"Brewster , WA",3831,,,,"48.093903,-119.787357",1,,,,,,,,,
,TX,"Houston, TX",3833,,,,"29.675102,-95.342285",1,,,,,,,,,
,TX,"Port Lavaca, TX",3834,,,,"28.622301,-96.64235",1,,,,,,,,,
,Israel,"Tel Aviv, Tel Aviv Israel",3835,,,,"32.164397,34.828849",1,,,,,,,,,
,HI,"Pukalani, HI",3837,,,,"20.82706,-156.327394",1,,,,,,,,,
,NY,"Rochester, NY",3838,,,,"43.168613,-77.617271",1,,,,,,,,,
,MN,"Wadena, MN",3839,,,,"46.441871,-95.146915",1,,,,,,,,,
,MN,"Cambridge, MN",3840,,,,"45.572662,-93.22413",0,,,,,,,,,
,OR,"Gresham, OR",3841,,,,"45.516143,-122.475135",1,,,,,,,,,
,NY,"Rochester, NY",3842,,,,"43.158096,-77.564895",1,,,,,,,,,
,KY,"Murray, KY",3843,,,,"36.61023, -88.302039",0,,,,,,,,,
,KY,"Corbin, KY",3844,,,,"36.94412, -84.095554",0,,,,,,,,,
,NC,"Winston-Salem, NC",3845,,,,"36.133485,-80.208437",1,,,,,,,,,
,MN,"Staples, MN",3846,,,,"46.358492,-94.794798",1,,,,,,,,,
,TX,"Houston , TX",3847,,,,"29.706643,-95.538583",1,,,mix of all female school & all male,,,,,,
,MN,"Kenyon, MN",3848,,,,"44.267854,-92.989714",1,,,,,,,,,
,CA,"San Diego, CA",3849,,,,"32.704044,-117.092027",1,,,,,,,,,
,CA,"Canoga Park, CA",3851,,,,"34.195205,-118.602999",1,,,,,,,,,
,AZ,"Phoenix, AZ",3853,,,,"33.325126,-111.991769",1,,,,,,,,,
,WA,"Bellingham, WA",3855,,,,"48.858076,-122.490938",1,,,,,,,,,
,TN,"Memphis, TN",3856,,,,"35.167267,-89.924003",1,,,,,,,,,
,TX,"McKinney, TX",3857,,,,"33.191316,-96.61738",1,,,,,,,,,
,MO,"Greater St. Louis, MO",3858,,,,"38.628882,-90.270281",1,,,,,,,,,
,CA,"Elk Grove, CA",3859,,,,"38.398316,-121.396938",1,,,,,,,,,
,WA,"Sunnyside, WA",3860,,,,"46.322949,-119.996904",1,,,,,,,,,
,TN,"Signal Mountain, TN",3861,,,,"35.160384,-85.36643",1,,,,,,,,,
,MO,"Bonne Terre, MO",3862,,,,"37.905337,-90.524279",1,,,,,,,,,
,CA,"Newbury Park, CA",3863,,,,"34.183974,-118.952322",1,,,,,,,,,
,NJ,"Paramus, NJ",3864,,,,"40.955124,-74.096041",1,,,,,,,,,
,IN,"South Bend, IN",3865,,,,"41.654394,-86.244392",1,,,,,,,,,
,CA,"McClellan, CA",3866,,,,"38.671698,-121.392345",1,,,,,,,,,
,TX,"Dallas, TX",3867,,,,"32.708785,-96.654652",1,,,,,,,,,
,KY,"Paducah, KY",3868,,,,"37.037006,-88.667715",1,,,,,,,,,
,TX,"Tyler , TX",3869,,,,"32.302877,-95.297089",1,,,,,,,,,
,VA,"Broadway, VA",3870,,,,"38.605593,-78.794745",1,,,,,,,,,
,MN,"Worthington, MN",3871,,,,"43.627502,-95.597097",1,,,,,,,,,
,VA,"Shenandoah, VA",3872,,,,"38.562546,-78.60559",1,,,,,,,,,
,MI,"Kentwood, MI",3875,,,,"42.851366,-85.618622",1,,,,,,,,,
,WA,"Mabton, WA",3876,,,,"46.212299,-119.994886",1,,,,,,,,,
,HI,"Kealakekua , HI",3878,,,,"19.509463,-155.91517",1,,,,,,,,,
,HI,"Kihei, HI",3879,,,,"20.772837,-156.45116",1,,,,,,,,,
,HI,"Kailua-Kona, HI",3880,,,,"19.668347,-155.998063",1,,,,,,,,,
,HI,"Kailua-Kona, HI",3881,,,,"19.723104,-156.056622",1,,,,,,,,,
,HI,"Lahaina, HI",3882,,,,"20.888382,-156.660398",1,,,,,,,,,
,MN,"Cottage Grove, MN",3883,,,,"44.833649,-92.941692",1,,,,,,,,,
,CO,"Denver, CO",3884,,,,"39.647674,-104.920568",1,,,,,,,,,
,MO,"Bonne Terre, MO USA",3885,,,,"37.905331,-90.524205",1,,,,,,,,,
,MI,"Traverse City, MI",3886,,2014,,"44.744812,-85.682872",1,,Northwestern Michigan College & Traverse City West Senior High School,,,,,,,
,CA,"Ventura, CA",3925,,,,"34.20816,-119.07556",1,,,,,,,,,
,MN,"Maplewood, MN",3926,,,,"44.994047,-93.013837",1,,,,,,,,,
,MA,"Weymouth, MA",3927,,,,"42.220933,-70.939768",0,,,,,,,,,
,IA,"Ames, IA",3928,44,,,"42.039807,-93.633034",1,,,4H,,,,,,
,PA,"Philadelphia, PA",3929,,,,"39.963461,-75.166128",1,,,,,,,,,
,ME,"Jay, ME",3930,,,,"44.494559,-70.199513",1,,,,,,,,,
,OK,"Chickasha, OK",3931,,,,"35.050749,-97.956648",1,,,,,,,,,
,FL,"Boca Raton, FL",3932,,,,"26.38047,-80.09648",1,,,,,,,,,
,Mexico,"Mexico City, Mexico",3933,,,,"19.432608,-99.133208",0,,,,,,,,,
,CA,"Corona, CA",3934,,,,"33.955161,-117.568688",1,,,,,,,,,
,IN,"Michigan City, IN",3936,,,,"41.678008,-86.863446",1,,,,,,,,,
,AR,"Searcy, AR",3937,,,,"35.244778,-91.721356",1,,,,,,,,,
,FL,"Miami, FL",3938,,,,"25.884221,-80.188412",1,,,,,,,,,
,VA,"Buchanan, VA",3939,,,,"37.546857,-79.725659",1,,,,,,,,,
,IN,"Kokomo, IN",3940,,,,"40.5253,-86.20316",1,,,,,,,,,
,MD,"Havre de Grace, MD",3941,,,,"39.552014,-76.112416",1,,,,,,,,,
,AR,"Harrison, AR",3942,,,,"36.222354,-93.088151",1,,,,,,,,,
,Mexico,"Monterrey, Mexico",3943,,,,"25.673211,-100.309201",0,,,,,,,,,
,AZ,"Tempe, AZ",3944,,,,"33.392437,-111.918814",1,,,,,,,,,
,TN,"Whites Creek, TN",3945,,,,"36.277597,-86.818342",1,,,,,,,,,
,LA,"Slidell, LA",3946,2182,,,"30.286809,-89.772999",1,,,,,,,,,
,IN,"Knightstown, IN",3947,,,,"39.794108,-85.540624",1,,,,,,,,,
,VA,"Lebanon, VA",3948,,,,"36.888528,-82.110164",1,,,,,,,,,
,Canada-ON,"Brampton, ON Canada",3949,,,,"43.751149,-79.776986",1,,,,,,,,,
,NY,"Glen Head, NY",3950,,,,"40.83762899176983,-73.63114356994629",1,,,,,,,,,
,NY,"Honeoye, NY",3951,,,,"42.790065,-77.516937",0,,,,,,,,,
,CA,"Fullerton, CA",3952,,,,"33.881102,-117.893241",1,,,,,,,,,
,TX,"Lubbock, TX",3953,"1817, A211, 4570",,,"33.609002,-101.820656",1,,,,,,,,,
,PA,"Emlenton, PA",3954,,,,"41.214503,-79.386894",1,,,,,,,,,
,PA,"Greensburg, PA",3955,,,,"40.308888,-79.499693",1,,,,,,,,,
,PA,"New Bethlehem, PA",3957,,,,"41.003527,-79.320175",1,,,,,,,,,
,MA,"Boston, MA",3958,,,,"42.31609,-71.046684",1,,,,,,,,,
,AL,"Somerville, AL",3959,,,,"34.413478,-86.704014",1,,,,,,,,,
,UT,"Salt Lake City, UT",3960,,,,"40.750931,-111.85524",1,,,,,,,,,
,TN,"Memphis , TN",3961,,,,"35.216726,-89.883021",1,,,,,,,,,
,PA,"Kittanning, PA",3962,,,,"40.816927,-79.564173",1,,,,,,,,,
,WI,"Milwaukee, WI",3963,,,,"43.126675,-88.01314",1,,,,,,,,,
,CA,"Santee, CA",3965,,,,"32.857315,-116.970992",1,,,,,,,,,
,TN,"Knoxville, TN",3966,,,,"35.964357,-83.924539",1,,,,,,,,,
,CA,"Chula Vista, CA",3967,,,,"32.606971,-117.05292",1,,,,,,,,,
,WA,"Renton, WA",3968,,,,"47.482878,-122.217066",0,,,Homeschooled,,,,,,
,Canada-QC,"Montreal, QC Canada",3969,,,,"45.541101,-73.593592",1,,,,,,,,,
,CA,"Fresno, CA",3970,,,,"36.784824,-119.752114",1,,,,,,,,,
,NC,"Weaverville, NC",3971,,,,"35.739801,-82.557616",1,,,,,,,,,
,TN,"Kingsport, TN",3972,,,,"36.56009,-82.503584",1,,,,,,,,,
,MO,"Platte City, MO",3973,,,,"39.359315,-94.770292",1,,,,,,,,,
,PA,"Wyncote , PA",3974,,,,"40.094111,-75.155561",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3975,,,,"45.53263,-73.568929",1,,,,,,,,,
,SC,"Hopkins, SC",3976,,,,"33.947739,-80.871863",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3977,,,,"45.595742,-73.544602",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3978,,,,"45.576858,-73.537428",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3979,,,,"45.47443,-73.643138",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3980,,,,"45.553302,-73.539167",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3981,,,,"45.544324,-73.55295",1,,,,,,,,,
,Canada-QC,"Verdun, QC Canada",3983,,,,"45.448187,-73.586383",1,,,,,,,,,
,TN,"Johnson City, TN",3984,,,,"36.327258,-82.370709",1,,,,,,,,,
,Canada-QC,"Lasalle, QC Canada",3985,,,,"45.428199,-73.600566",1,,,,,,,,,
,Canada-QC,"St laurent, QC Canada",3986,,,,"45.517201,-73.666738",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3987,,,,"45.583442,-73.555054",1,,,,,,,,,
,Canada-QC,"Montréal, QC Canada",3988,,,,"45.549341,-73.622771",1,,,,,,,,,
,Canada-QC,"Montreal, QC Canada",3989,,,,"45.498726,-73.641029",1,,,,,,,,,
,Canada-QC,"Montréal, QC Canada",3990,,,,"45.565525,-73.650863",1,,,,,,,,,
,LA,"Baton Rouge, LA",3991,,,,"30.421866,-91.033466",1,,,,,,,,,
,FL,"Delray Beach, FL",3992,,,,"26.462483,-80.09847",1,,,,,,,,,
,CA,"Newhall, CA",3993,,,,"34.386212,-118.537953",1,,,,,,,,,
,AR,"Pine Bluff, AR",3994,,,,"34.282316,-92.111704",1,,,,,,,,,
,OR,"Redmond, OR",3995,,,,"44.270803,-121.175023",1,,,,,,,,,
,Canada-QC,"Rimouski, QC Canada",3996,,,,"48.434543,-68.518635",1,,,,,,,,,
,TX,"San Antonio, TX",3997,,,,"29.535001,-98.508936",1,,,Explorer Post,,,,,,
,GA,"Statesboro, GA",3998,,,,"32.449397,-81.812207",1,,,,,,,,,
,TX,"Killeen, TX",3999,,,,"31.09175,-97.760468",0,,,,,,,,,
,TX,"Corpus Christi, TX",4000,,,,"27.752156,-97.393628",1,,,,,,,,,
,Canada-ON,"Thornhill, ON Canada",4001,,,,"43.842386,-79.381842",1,,,,,,,,,
,MI,"Royal Oak, MI",4002,,,,"42.53669,-83.179572",1,,,,,,,,,
,MI,"Allendale, MI",4003,,,,"42.964783,-85.953758",1,,,,,,,,,
,MI,"Muskegon, MI",4004,,,,"43.258569,-86.266141",1,,,,,,,,,
,OK,"Fort Gibson, OK",4005,,,,"35.793693,-95.239941",1,,,,,,,,,
,NY,"Central Islip, NY",4006,,,,"40.790654,-73.201781",1,,,,,,,,,
,Canada-QC,"Shawinigan, QC Canada",4007,,,,"46.573401,-72.7263",1,,,,,,,,,
,IN,"Petersburg, IN",4008,,,,"38.433741,-87.242316",1,,,,,,,,,
,MN,"Duluth, MN",4009,,,,"46.748467,-92.158673",1,,,,,,,,,
,Mexico,"Tlalpan, Mexico",4010,,,,"19.308333,-99.225",0,,,,,,,,,
,WI,"La Crosse, WI",4011,,,,"43.808218,-91.240092",1,,,,,,,,,
,NY,"Staten Island, NY",4012,,,,"40.525543,-74.177186",1,,,,,,,,,
,FL,"Orlando, FL",4013,,,,"28.573031,-81.412846",1,,,,,,,,,
,CA,"San Marcos, CA",4014,,,,"33.132179,-117.202005",1,,,,,,,,,
,Canada-ON,"Mississauga, ON Canada",4015,,,,"43.589546,-79.700382",1,,,,,,,,,
,NC,"Asheville, NC",4016,,,,"35.587556,-82.55584",1,,,,,,,,,
,WA,"Lind, WA",4017,,,,"46.974036,-118.617035",1,,,,,,,,,
,AZ,"2525 N. Third St., AZ",4018,,,,"33.474673,-112.069323",1,,,,,,,,,
,CA,"Studio City, CA",4019,,,,"34.14098,-118.395495",1,,,,,,,,,
,TN,"Kingsport, TN",4020,,,,"36.536226,-82.528009",1,,,,,,,,,
,WI,"Onalaska, WI",4021,,,,"43.876909,-91.214335",1,,,,,,,,,
,Canada-ON,"Waterdown, ON Canada",4022,,,,"43.33526,-79.910271",1,,,,,,,,,
,NY,"Buffalo, NY",4023,,,,"42.888636,-78.875777",1,,,,,,,,,
,FL,"5700 Trinity Prep Lane, FL",4024,,,,"28.609798,-81.270447",1,,,,,,,,,
,TN,"Corryton, TN",4025,,,,"36.12861,-83.85125",1,,,,,,,,,
,GA,"Decatur, GA",4026,,,,"33.771814,-84.297608",1,,,,,,,,,
,PA,"State College, PA",4027,,,,"41.214503,-79.386894",1,,,,,,,,,
,OH,"Cincinnati, OH",4028,,,,"39.270792,-84.33625",1,,,,,,,,,
,CA,"Huntington Park, CA",4029,,,,"33.9852,-118.21847",1,,,,,,,,,
,WA,"Seattle, WA",4030,,,,"47.725035,-122.336744",1,,,,,,,,,
,PA,"Brookville, PA",4031,,,,"41.160639,-79.078969",1,,,,,,,,,
,PA,"Washington, PA",4032,,,,"40.170249,-80.247131",1,,,,,,,,,
,NH,"Pelham, NH",4034,,,,"42.723571,-71.332627",1,,,,,,,,,
,NJ,"Orange, NJ",4035,,,,"40.764029,-74.242431",1,,,,,,,,,
,NV,"Las Vegas, NV",4036,,,,"36.037792,-115.246526",1,,,,,,,,,
,AR,"Hot Springs, AR",4037,,,,"34.517925,-93.05819",1,,,,,,,,,
,WA,"Bremerton, WA",4038,,,,"47.627238,-122.660852",1,,,,,,,,,
,Canada-ON,"Hamilton, ON Canada",4039,,,,"43.254502,-79.929545",1,,,,,,,,,
,ME,"Gardiner, ME",4041,,,,"44.227643,-69.788996",1,,,,,,,,,
,ME,"South China, ME",4042,,,,"44.373579,-69.575053",1,,,,,,,,,
,OR,"McMinnville, OR",4043,,,,"45.219337,-123.19298",1,,,,,,,,,
,MI,"Capac, MI",4044,,,,"43.019128,-82.931605",1,,,,,,,,,
,TX,"Fort Worth, TX",4045,,,,"32.683607,-97.293925",1,,,,,,,,,
,CA,"Los Angeles, CA",4046,,,,"34.095061,-118.313922",1,,,,,,,,,
,CA,"Oakland, CA",4047,,,,"37.831591,-122.254488",1,,,,,,,,,
,MA,"Westborough, MA",4048,,,,"42.263812,-71.617556",1,,,,,,,,,
,PA,"Butler, PA",4049,,,,"40.861176,-79.895333",0,,,,,,,,,
,PA,"Chambersburg, PA",4050,,,,"39.934374,-77.670218",1,,,,,,,,,
,OR,"Milwaukie, OR",4051,,,,"45.418817,-122.579226",1,,,,,,,,,
,FL,"Fort Myers, FL",4052,,,,"26.537427,-81.849005",1,,,,,,,,,
,LA,"Gonzales, LA",4053,,,,"30.229766,-90.915289",1,,,,,,,,,
,WI,"La Crosse, WI",4054,,,,"43.792569,-91.215472",1,,,,,,,,,
,CT,"Winsted, CT",4055,,,,"41.914435,-73.047651",1,,,,,,,,,
,CA,"Perris, CA",4056,,,,"33.78237, -117.227345",0,,,,,,,,,
,OR,"Klamath Falls, OR",4057,,,,"42.22363,-121.777117",1,,,,,,,,,
,IN,"Liberty, IN",4058,,,,"39.635462,-84.921731",1,,,,,,,,,
,GA,"Eastman, GA",4059,,,,"32.202529,-83.183848",1,,,,,,,,,
,WA,"Chehalis, WA",4060,,,,"46.649747,-122.948963",1,,,,,,,,,
,WA,"Pullman, WA",4061,,,,"46.747702,-117.185859",1,,,"Team 4061 meets in Pullman WA. We are 5 high schools. Colton, Colfax, Garfield-Palouse ,Moscow and Pullman",,,,,,
,Canada-QC,"Ste-Genevieve, QC Canada",4062,,,,"45.483304,-73.867443",1,,,,,,,,,
,TX,"Del Rio, TX",4063,,,,"29.384565,-100.915158",1,,,,,,,,,
,FL,"Ocala, FL",4064,,,,"29.217367,-82.137149",1,,,,,,,,,
,FL,"Minneola, FL",4065,,,,"28.580631,-81.723342",1,,,,,,,,,
,FL,"Groveland, FL",4066,,,,"28.574638,-81.817476",1,,,,,,,,,
,MD,"Clarksville, MD",4067,,,,"39.217465,-76.931508",1,,,,,,,,,
